instrument_id,type,masked_identifier,issuing_bank
P05155,card,****8936,KOTAK
P05156,wallet,upi_842462,SBI
P05157,wallet,upi_927948,HDFC
P05158,upi,upi_727826,KOTAK
P05159,upi,upi_136051,KOTAK
P05160,wallet,upi_750348,SBI
P05161,upi,upi_114896,SBI
P05162,wallet,upi_836310,ICICI
P05163,card,****7831,AXIS
P05164,upi,upi_326993,ICICI
P05165,card,****4644,KOTAK
P05166,upi,upi_499513,HDFC
P05167,card,****2652,ICICI
P05168,wallet,upi_674674,KOTAK
P05169,wallet,upi_659590,HDFC
P05170,wallet,upi_209397,SBI
P05171,wallet,upi_402321,KOTAK
P05172,upi,upi_339052,SBI
P05173,card,****1066,HDFC
P05174,card,****8379,AXIS
P05175,wallet,upi_832966,ICICI
P05176,card,****4163,KOTAK
P05177,wallet,upi_837357,SBI
P05178,upi,upi_414752,ICICI
P05179,wallet,upi_269466,SBI
P05180,upi,upi_849870,AXIS
P05181,wallet,upi_628498,AXIS
P05182,card,****9411,KOTAK
P05183,wallet,upi_248209,ICICI
P05184,card,****8376,KOTAK
P05185,wallet,upi_672560,AXIS
P05186,card,****6403,KOTAK
P05187,upi,upi_170666,AXIS
P05188,wallet,upi_151879,AXIS
P05189,wallet,upi_180777,ICICI
P05190,wallet,upi_858473,SBI
P05191,wallet,upi_773640,SBI
P05192,upi,upi_420809,AXIS
P05193,wallet,upi_702883,KOTAK
P05194,wallet,upi_384183,AXIS
P05195,card,****6317,KOTAK
P05196,upi,upi_820055,AXIS
P05197,wallet,upi_382422,KOTAK
P05198,upi,upi_302163,KOTAK
P05199,card,****1060,KOTAK
P05200,upi,upi_261654,ICICI
P05201,upi,upi_943039,HDFC
P05202,card,****9896,HDFC
P05203,wallet,upi_247543,AXIS
P05204,card,****7294,AXIS
P05205,card,****1121,HDFC
P05206,upi,upi_438324,SBI
P05207,upi,upi_868034,AXIS
P05208,wallet,upi_631174,AXIS
P05209,upi,upi_446600,AXIS
P05210,wallet,upi_648131,AXIS
P05211,upi,upi_443700,SBI
P05212,upi,upi_469166,HDFC
P05213,card,****5174,AXIS
P05214,upi,upi_387936,HDFC
P05215,card,****1856,AXIS
P05216,wallet,upi_568095,SBI
P05217,wallet,upi_925120,AXIS
P05218,wallet,upi_997409,ICICI
P05219,upi,upi_816485,HDFC
P05220,upi,upi_174754,AXIS
P05221,upi,upi_470042,SBI
P05222,upi,upi_211685,ICICI
P05223,card,****5205,SBI
P05224,upi,upi_172048,KOTAK
P05225,wallet,upi_741332,AXIS
P05226,upi,upi_105178,ICICI
P05227,card,****4302,KOTAK
P05228,upi,upi_660370,AXIS
P05229,card,****9397,ICICI
P05230,upi,upi_960442,AXIS
P05231,card,****2040,AXIS
P05232,card,****5016,AXIS
P05233,card,****1746,KOTAK
P05234,upi,upi_949231,SBI
P05235,card,****4476,KOTAK
P05236,wallet,upi_531187,HDFC
P05237,card,****1740,SBI
P05238,wallet,upi_150867,KOTAK
P05239,wallet,upi_871630,KOTAK
P05240,card,****1498,KOTAK
P05241,upi,upi_882979,HDFC
P05242,card,****5409,KOTAK
P05243,card,****8098,HDFC
P05244,wallet,upi_598734,KOTAK
P05245,upi,upi_985662,KOTAK
P05246,upi,upi_241483,SBI
P05247,upi,upi_260281,KOTAK
P05248,upi,upi_214835,ICICI
P05249,upi,upi_508148,KOTAK
P05250,upi,upi_652208,HDFC
P05251,upi,upi_433209,HDFC
P05252,upi,upi_314584,SBI
P05253,upi,upi_888311,AXIS
P05254,upi,upi_634185,HDFC
P05255,wallet,upi_437503,AXIS
P05256,wallet,upi_770206,ICICI
P05257,wallet,upi_363417,HDFC
P05258,upi,upi_712869,KOTAK
P05259,card,****3299,AXIS
P05260,card,****3762,KOTAK
P05261,upi,upi_383393,ICICI
P05262,wallet,upi_948027,HDFC
P05263,card,****2474,SBI
P05264,wallet,upi_729632,ICICI
P05265,upi,upi_645872,SBI
P05266,wallet,upi_982409,HDFC
P05267,upi,upi_300498,SBI
P05268,card,****1669,ICICI
P05269,card,****8209,AXIS
P05270,upi,upi_399581,KOTAK
P05271,upi,upi_582634,SBI
P05272,wallet,upi_483044,HDFC
P05273,wallet,upi_423761,HDFC
P05274,wallet,upi_546023,SBI
P05275,wallet,upi_648070,ICICI
P05276,card,****1060,KOTAK
P05277,wallet,upi_891270,ICICI
P05278,wallet,upi_435544,KOTAK
P05279,upi,upi_830156,KOTAK
P05280,upi,upi_211171,KOTAK
P05281,upi,upi_266905,ICICI
P05282,wallet,upi_903684,ICICI
P05283,card,****8034,HDFC
P05284,wallet,upi_774050,SBI
P05285,wallet,upi_675286,AXIS
P05286,wallet,upi_752959,SBI
P05287,card,****8524,AXIS
P05288,upi,upi_406745,KOTAK
P05289,card,****2616,AXIS
P05290,card,****1040,AXIS
P05291,upi,upi_290624,KOTAK
P05292,card,****2416,SBI
P05293,card,****9677,HDFC
P05294,upi,upi_667156,KOTAK
P05295,card,****5831,ICICI
P05296,upi,upi_963322,SBI
P05297,upi,upi_690480,SBI
P05298,upi,upi_753113,KOTAK
P05299,wallet,upi_976583,HDFC
P05300,upi,upi_260183,ICICI
P05301,card,****8539,ICICI
P05302,card,****8762,HDFC
P05303,upi,upi_755017,KOTAK
P05304,wallet,upi_128285,ICICI
P05305,card,****4735,AXIS
P05306,wallet,upi_967722,KOTAK
P05307,card,****1588,AXIS
P05308,upi,upi_963944,SBI
P05309,wallet,upi_668488,AXIS
P05310,card,****5596,AXIS
P05311,upi,upi_709143,SBI
P05312,wallet,upi_372095,HDFC
P05313,wallet,upi_929488,AXIS
P05314,upi,upi_620512,SBI
P05315,upi,upi_312362,KOTAK
P05316,wallet,upi_181153,KOTAK
P05317,wallet,upi_754641,HDFC
P05318,upi,upi_885327,ICICI
P05319,upi,upi_639165,HDFC
P05320,upi,upi_711514,HDFC
P05321,upi,upi_618114,KOTAK
P05322,card,****5956,SBI
P05323,wallet,upi_738084,AXIS
P05324,card,****7635,KOTAK
P05325,card,****9282,SBI
P05326,wallet,upi_636584,AXIS
P05327,upi,upi_315338,KOTAK
P05328,card,****3548,HDFC
P05329,wallet,upi_602253,AXIS
P05330,card,****3472,ICICI
P05331,wallet,upi_518537,HDFC
P05332,card,****2876,KOTAK
P05333,card,****6467,HDFC
P05334,wallet,upi_946494,KOTAK
P05335,card,****3534,KOTAK
P05336,wallet,upi_927443,KOTAK
P05337,wallet,upi_774837,AXIS
P05338,wallet,upi_922228,HDFC
P05339,wallet,upi_904274,ICICI
P05340,card,****9002,HDFC
P05341,upi,upi_506872,KOTAK
P05342,card,****2940,HDFC
P05343,upi,upi_714608,ICICI
P05344,card,****8881,ICICI
P05345,wallet,upi_681788,ICICI
P05346,upi,upi_680155,KOTAK
P05347,card,****4668,SBI
P05348,wallet,upi_636221,AXIS
P05349,wallet,upi_418544,KOTAK
P05350,upi,upi_148465,ICICI
P05351,wallet,upi_431541,HDFC
P05352,upi,upi_614672,SBI
P05353,upi,upi_635856,KOTAK
P05354,upi,upi_643754,ICICI
P05355,card,****6543,SBI
P05356,wallet,upi_567760,HDFC
P05357,upi,upi_563742,ICICI
P05358,wallet,upi_206494,ICICI
P05359,wallet,upi_328610,HDFC
P05360,upi,upi_445264,SBI
P05361,wallet,upi_144782,SBI
P05362,upi,upi_808962,HDFC
P05363,upi,upi_233146,HDFC
P05364,wallet,upi_601681,KOTAK
P05365,wallet,upi_808315,ICICI
P05366,wallet,upi_387150,SBI
P05367,upi,upi_146884,SBI
P05368,upi,upi_633830,KOTAK
P05369,card,****2714,HDFC
P05370,upi,upi_166994,SBI
P05371,upi,upi_153903,HDFC
P05372,card,****4716,SBI
P05373,card,****4251,AXIS
P05374,wallet,upi_565535,HDFC
P05375,upi,upi_758280,AXIS
P05376,wallet,upi_730970,HDFC
P05377,wallet,upi_139294,KOTAK
P05378,wallet,upi_559182,AXIS
P05379,wallet,upi_568093,KOTAK
P05380,card,****3328,ICICI
P05381,wallet,upi_417249,SBI
P05382,upi,upi_547062,KOTAK
P05383,upi,upi_376199,AXIS
P05384,upi,upi_702412,SBI
P05385,card,****4799,AXIS
P05386,wallet,upi_997816,AXIS
P05387,upi,upi_953963,HDFC
P05388,card,****8077,ICICI
P05389,card,****6231,AXIS
P05390,card,****9169,KOTAK
P05391,wallet,upi_318431,HDFC
P05392,upi,upi_710577,AXIS
P05393,upi,upi_575011,ICICI
P05394,wallet,upi_837464,ICICI
P05395,wallet,upi_560515,ICICI
P05396,card,****9340,AXIS
P05397,wallet,upi_911622,ICICI
P05398,wallet,upi_139579,ICICI
P05399,wallet,upi_970177,HDFC
P05400,upi,upi_686374,SBI
P05401,wallet,upi_794040,SBI
P05402,wallet,upi_271628,ICICI
P05403,card,****3868,SBI
P05404,card,****7158,SBI
P05405,card,****6684,SBI
P05406,wallet,upi_359458,KOTAK
P05407,upi,upi_935816,AXIS
P05408,card,****8644,ICICI
P05409,upi,upi_405803,AXIS
P05410,upi,upi_843460,SBI
P05411,upi,upi_285268,HDFC
P05412,upi,upi_879102,KOTAK
P05413,upi,upi_671232,SBI
P05414,wallet,upi_186330,AXIS
P05415,upi,upi_876705,KOTAK
P05416,card,****7958,HDFC
P05417,upi,upi_103080,SBI
P05418,card,****3647,ICICI
P05419,card,****9415,HDFC
P05420,upi,upi_691967,KOTAK
P05421,card,****5696,HDFC
P05422,card,****5912,SBI
P05423,wallet,upi_602805,AXIS
P05424,wallet,upi_161418,KOTAK
P05425,upi,upi_956999,KOTAK
P05426,card,****8976,AXIS
P05427,upi,upi_127085,ICICI
P05428,wallet,upi_949729,ICICI
P05429,wallet,upi_524744,SBI
P05430,wallet,upi_767861,ICICI
P05431,card,****1469,ICICI
P05432,upi,upi_994164,SBI
P05433,wallet,upi_131006,KOTAK
P05434,wallet,upi_777180,KOTAK
P05435,upi,upi_841427,ICICI
P05436,card,****4090,AXIS
P05437,upi,upi_574396,AXIS
P05438,card,****7185,AXIS
P05439,upi,upi_556662,HDFC
P05440,card,****3286,SBI
P05441,wallet,upi_513302,ICICI
P05442,upi,upi_282343,HDFC
P05443,card,****3097,ICICI
P05444,wallet,upi_832900,ICICI
P05445,upi,upi_743530,KOTAK
P05446,wallet,upi_141542,HDFC
P05447,card,****8171,AXIS
P05448,wallet,upi_331428,AXIS
P05449,upi,upi_475477,KOTAK
P05450,wallet,upi_116929,HDFC
P05451,upi,upi_574312,KOTAK
P05452,card,****6364,ICICI
P05453,wallet,upi_419217,SBI
P05454,upi,upi_226141,SBI
P05455,upi,upi_128208,KOTAK
P05456,card,****4461,ICICI
P05457,upi,upi_165711,AXIS
P05458,upi,upi_992827,AXIS
P05459,upi,upi_555376,SBI
P05460,card,****7175,HDFC
P05461,card,****7287,ICICI
P05462,upi,upi_888118,ICICI
P05463,upi,upi_328783,HDFC
P05464,wallet,upi_712951,SBI
P05465,wallet,upi_774072,AXIS
P05466,wallet,upi_764488,SBI
P05467,upi,upi_710950,ICICI
P05468,wallet,upi_291582,AXIS
P05469,wallet,upi_559980,AXIS
P05470,upi,upi_951331,HDFC
P05471,upi,upi_737383,HDFC
P05472,card,****4544,KOTAK
P05473,upi,upi_102600,ICICI
P05474,wallet,upi_940519,SBI
P05475,upi,upi_166632,ICICI
P05476,upi,upi_917351,SBI
P05477,wallet,upi_368244,KOTAK
P05478,upi,upi_604481,ICICI
P05479,card,****9739,KOTAK
P05480,card,****1013,SBI
P05481,upi,upi_891704,ICICI
P05482,card,****2083,SBI
P05483,upi,upi_389399,AXIS
P05484,wallet,upi_874831,HDFC
P05485,upi,upi_819991,AXIS
P05486,upi,upi_708446,ICICI
P05487,card,****6858,HDFC
P05488,card,****5271,KOTAK
P05489,upi,upi_651533,KOTAK
P05490,upi,upi_718288,SBI
P05491,card,****2040,ICICI
P05492,wallet,upi_108469,SBI
P05493,card,****6279,SBI
P05494,card,****8222,AXIS
P05495,wallet,upi_556598,AXIS
P05496,card,****9418,ICICI
P05497,card,****9656,SBI
P05498,wallet,upi_154104,HDFC
P05499,card,****9780,AXIS
P05500,card,****2405,SBI
P05501,card,****2381,SBI
P05502,card,****2063,SBI
P05503,card,****8096,AXIS
P05504,wallet,upi_532592,ICICI
P05505,wallet,upi_208931,HDFC
P05506,upi,upi_937216,KOTAK
P05507,card,****9991,AXIS
P05508,card,****1742,KOTAK
P05509,wallet,upi_525081,KOTAK
P05510,upi,upi_543804,SBI
P05511,card,****6417,AXIS
P05512,card,****7660,KOTAK
P05513,wallet,upi_978552,HDFC
P05514,card,****8009,KOTAK
P05515,wallet,upi_307536,ICICI
P05516,wallet,upi_175604,SBI
P05517,upi,upi_287910,ICICI
P05518,card,****7623,HDFC
P05519,card,****4025,ICICI
P05520,card,****4031,KOTAK
P05521,upi,upi_451525,SBI
P05522,wallet,upi_119783,SBI
P05523,card,****3755,SBI
P05524,wallet,upi_200219,HDFC
P05525,upi,upi_926551,ICICI
P05526,card,****7614,AXIS
P05527,upi,upi_138449,HDFC
P05528,upi,upi_179049,SBI
P05529,upi,upi_874410,KOTAK
P05530,wallet,upi_248549,HDFC
P05531,card,****7583,AXIS
P05532,card,****4371,KOTAK
P05533,card,****3109,ICICI
P05534,card,****5552,HDFC
P05535,card,****6234,ICICI
P05536,wallet,upi_236830,ICICI
P05537,wallet,upi_284655,HDFC
P05538,upi,upi_496131,ICICI
P05539,wallet,upi_128868,HDFC
P05540,wallet,upi_875065,KOTAK
P05541,card,****2237,HDFC
P05542,card,****5194,KOTAK
P05543,upi,upi_319231,ICICI
P05544,wallet,upi_205936,ICICI
P05545,card,****3855,SBI
P05546,card,****9470,AXIS
P05547,card,****4517,ICICI
P05548,card,****5164,SBI
P05549,upi,upi_812271,SBI
P05550,upi,upi_232372,ICICI
P05551,upi,upi_294689,KOTAK
P05552,upi,upi_412896,SBI
P05553,wallet,upi_564223,AXIS
P05554,card,****3838,SBI
P05555,wallet,upi_636869,AXIS
P05556,upi,upi_302717,SBI
P05557,card,****1893,KOTAK
P05558,upi,upi_359540,AXIS
P05559,upi,upi_767583,AXIS
P05560,wallet,upi_960822,ICICI
P05561,upi,upi_794022,KOTAK
P05562,wallet,upi_767917,SBI
P05563,card,****8731,ICICI
P05564,upi,upi_524427,HDFC
P05565,upi,upi_821795,ICICI
P05566,upi,upi_523922,SBI
P05567,upi,upi_690055,HDFC
P05568,upi,upi_611626,AXIS
P05569,card,****7057,ICICI
P05570,wallet,upi_635714,HDFC
P05571,wallet,upi_536790,AXIS
P05572,upi,upi_210337,SBI
P05573,upi,upi_920779,SBI
P05574,card,****5083,AXIS
P05575,wallet,upi_831873,SBI
P05576,card,****5727,AXIS
P05577,upi,upi_901829,AXIS
P05578,upi,upi_854638,SBI
P05579,wallet,upi_344659,SBI
P05580,card,****7680,ICICI
P05581,wallet,upi_903075,KOTAK
P05582,wallet,upi_455555,ICICI
P05583,card,****5745,ICICI
P05584,wallet,upi_891652,AXIS
P05585,upi,upi_721166,ICICI
P05586,upi,upi_208273,SBI
P05587,upi,upi_185769,ICICI
P05588,wallet,upi_579898,AXIS
P05589,card,****9962,ICICI
P05590,upi,upi_384639,ICICI
P05591,wallet,upi_400542,AXIS
P05592,wallet,upi_444481,KOTAK
P05593,wallet,upi_550013,ICICI
P05594,wallet,upi_705815,HDFC
P05595,upi,upi_922914,HDFC
P05596,upi,upi_866224,KOTAK
P05597,card,****5850,KOTAK
P05598,upi,upi_718909,ICICI
P05599,wallet,upi_737973,KOTAK
P05600,wallet,upi_180912,AXIS
P05601,card,****6807,ICICI
P05602,wallet,upi_624385,HDFC
P05603,card,****7449,KOTAK
P05604,wallet,upi_306290,AXIS
P05605,card,****1478,ICICI
P05606,card,****9144,ICICI
P05607,upi,upi_237152,AXIS
P05608,card,****8725,ICICI
P05609,card,****2563,SBI
P05610,wallet,upi_743348,AXIS
P05611,upi,upi_680796,HDFC
P05612,wallet,upi_246735,AXIS
P05613,wallet,upi_388461,KOTAK
P05614,card,****2930,ICICI
P05615,card,****5677,AXIS
P05616,card,****5879,AXIS
P05617,upi,upi_292878,SBI
P05618,wallet,upi_391473,ICICI
P05619,wallet,upi_706236,ICICI
P05620,upi,upi_983370,SBI
P05621,upi,upi_887116,AXIS
P05622,card,****4133,KOTAK
P05623,card,****8536,ICICI
P05624,wallet,upi_713500,KOTAK
P05625,wallet,upi_415175,HDFC
P05626,card,****7478,KOTAK
P05627,upi,upi_630188,HDFC
P05628,wallet,upi_215172,ICICI
P05629,wallet,upi_533703,AXIS
P05630,wallet,upi_406322,KOTAK
P05631,upi,upi_192726,KOTAK
P05632,upi,upi_573429,HDFC
P05633,upi,upi_815053,KOTAK
P05634,card,****4579,SBI
P05635,card,****2817,HDFC
P05636,card,****7383,HDFC
P05637,card,****6732,KOTAK
P05638,card,****2861,AXIS
P05639,wallet,upi_358891,KOTAK
P05640,wallet,upi_385326,KOTAK
P05641,card,****2332,ICICI
P05642,card,****4794,SBI
P05643,upi,upi_325909,AXIS
P05644,wallet,upi_539628,AXIS
P05645,wallet,upi_938973,ICICI
P05646,wallet,upi_386923,KOTAK
P05647,card,****5611,HDFC
P05648,wallet,upi_671993,SBI
P05649,card,****2017,HDFC
P05650,upi,upi_617602,KOTAK
P05651,card,****1617,HDFC
P05652,upi,upi_670848,HDFC
P05653,card,****7561,HDFC
P05654,upi,upi_706435,KOTAK
P05655,wallet,upi_789642,HDFC
P05656,card,****1779,SBI
P05657,wallet,upi_269397,HDFC
P05658,card,****9677,KOTAK
P05659,upi,upi_994661,AXIS
P05660,card,****7622,KOTAK
P05661,card,****2185,KOTAK
P05662,wallet,upi_141476,ICICI
P05663,upi,upi_251392,HDFC
P05664,card,****5224,KOTAK
P05665,wallet,upi_445114,SBI
P05666,wallet,upi_373817,ICICI
P05667,card,****4432,SBI
P05668,card,****2223,AXIS
P05669,card,****8832,KOTAK
P05670,wallet,upi_200839,AXIS
P05671,wallet,upi_204531,ICICI
P05672,wallet,upi_500721,HDFC
P05673,card,****6307,AXIS
P05674,card,****2415,AXIS
P05675,card,****4330,ICICI
P05676,wallet,upi_202509,KOTAK
P05677,wallet,upi_424468,HDFC
P05678,card,****5971,AXIS
P05679,wallet,upi_104517,ICICI
P05680,wallet,upi_682636,HDFC
P05681,upi,upi_196485,HDFC
P05682,card,****9742,AXIS
P05683,wallet,upi_413601,SBI
P05684,card,****8939,HDFC
P05685,wallet,upi_323479,AXIS
P05686,upi,upi_990380,KOTAK
P05687,upi,upi_614703,AXIS
P05688,upi,upi_549527,ICICI
P05689,wallet,upi_175232,ICICI
P05690,wallet,upi_926925,HDFC
P05691,card,****9180,SBI
P05692,wallet,upi_216600,AXIS
P05693,card,****5690,ICICI
P05694,card,****3486,HDFC
P05695,upi,upi_397752,HDFC
P05696,card,****4890,HDFC
P05697,upi,upi_328374,SBI
P05698,card,****7733,KOTAK
P05699,wallet,upi_554392,ICICI
P05700,upi,upi_169656,AXIS
P05701,wallet,upi_365573,SBI
P05702,upi,upi_275343,SBI
P05703,card,****9140,SBI
P05704,card,****1033,ICICI
P05705,wallet,upi_480931,SBI
P05706,upi,upi_855670,HDFC
P05707,wallet,upi_589207,KOTAK
P05708,wallet,upi_726220,KOTAK
P05709,upi,upi_645884,KOTAK
P05710,upi,upi_546608,AXIS
P05711,wallet,upi_396040,KOTAK
P05712,wallet,upi_726927,ICICI
P05713,card,****1501,SBI
P05714,card,****6582,AXIS
P05715,upi,upi_464766,AXIS
P05716,card,****6990,SBI
P05717,wallet,upi_410634,ICICI
P05718,card,****8344,HDFC
P05719,upi,upi_263643,AXIS
P05720,upi,upi_239742,SBI
P05721,upi,upi_484783,HDFC
P05722,upi,upi_501375,HDFC
P05723,upi,upi_123650,HDFC
P05724,card,****5817,SBI
P05725,card,****4645,HDFC
P05726,upi,upi_633981,AXIS
P05727,card,****5270,HDFC
P05728,wallet,upi_636819,AXIS
P05729,card,****1084,HDFC
P05730,wallet,upi_952210,AXIS
P05731,upi,upi_667799,KOTAK
P05732,card,****5455,HDFC
P05733,upi,upi_242161,KOTAK
P05734,card,****1126,AXIS
P05735,upi,upi_276685,ICICI
P05736,wallet,upi_855095,HDFC
P05737,card,****6753,ICICI
P05738,card,****4757,ICICI
P05739,wallet,upi_255276,ICICI
P05740,card,****3539,SBI
P05741,card,****9782,SBI
P05742,upi,upi_442613,ICICI
P05743,wallet,upi_301960,SBI
P05744,wallet,upi_719766,KOTAK
P05745,upi,upi_133501,HDFC
P05746,upi,upi_196751,HDFC
P05747,wallet,upi_887804,KOTAK
P05748,upi,upi_574345,KOTAK
P05749,card,****4738,SBI
P05750,card,****2891,ICICI
P05751,upi,upi_799414,HDFC
P05752,upi,upi_303675,SBI
P05753,upi,upi_252692,ICICI
P05754,wallet,upi_656387,KOTAK
P05755,card,****1125,AXIS
P05756,upi,upi_223375,SBI
P05757,upi,upi_683558,HDFC
P05758,wallet,upi_896048,AXIS
P05759,wallet,upi_351935,HDFC
P05760,card,****9854,HDFC
P05761,card,****1388,SBI
P05762,card,****5713,SBI
P05763,card,****5936,HDFC
P05764,wallet,upi_449088,ICICI
P05765,wallet,upi_897914,HDFC
P05766,wallet,upi_375394,SBI
P05767,upi,upi_682662,AXIS
P05768,upi,upi_401819,ICICI
P05769,wallet,upi_138181,ICICI
P05770,card,****9354,KOTAK
P05771,wallet,upi_334118,HDFC
P05772,upi,upi_332797,SBI
P05773,upi,upi_686411,HDFC
P05774,wallet,upi_338387,AXIS
P05775,wallet,upi_713608,HDFC
P05776,wallet,upi_252996,HDFC
P05777,card,****8284,SBI
P05778,card,****7594,KOTAK
P05779,wallet,upi_114408,SBI
P05780,upi,upi_679390,SBI
P05781,upi,upi_616934,SBI
P05782,wallet,upi_699958,SBI
P05783,wallet,upi_905469,HDFC
P05784,wallet,upi_896456,SBI
P05785,card,****1010,AXIS
P05786,wallet,upi_550809,KOTAK
P05787,wallet,upi_151211,SBI
P05788,upi,upi_260669,KOTAK
P05789,wallet,upi_939912,KOTAK
P05790,upi,upi_115490,AXIS
P05791,card,****1794,AXIS
P05792,upi,upi_540798,AXIS
P05793,card,****4826,AXIS
P05794,upi,upi_489288,AXIS
P05795,card,****2359,AXIS
P05796,upi,upi_250891,AXIS
P05797,upi,upi_197762,ICICI
P05798,upi,upi_796130,KOTAK
P05799,card,****5896,KOTAK
P05800,wallet,upi_161432,ICICI
P05801,upi,upi_330636,HDFC
P05802,wallet,upi_393971,ICICI
P05803,upi,upi_858000,AXIS
P05804,wallet,upi_743595,ICICI
P05805,wallet,upi_742640,AXIS
P05806,upi,upi_382437,SBI
P05807,upi,upi_911463,AXIS
P05808,card,****6293,HDFC
P05809,wallet,upi_395681,ICICI
P05810,card,****3307,SBI
P05811,card,****4483,SBI
P05812,wallet,upi_104999,HDFC
P05813,upi,upi_183903,AXIS
P05814,wallet,upi_232140,SBI
P05815,card,****6423,SBI
P05816,card,****7526,KOTAK
P05817,card,****6367,KOTAK
P05818,upi,upi_430642,AXIS
P05819,upi,upi_986932,KOTAK
P05820,card,****7294,ICICI
P05821,upi,upi_690452,AXIS
P05822,card,****3656,SBI
P05823,card,****7044,AXIS
P05824,card,****4918,ICICI
P05825,card,****3365,KOTAK
P05826,upi,upi_808477,KOTAK
P05827,upi,upi_476267,ICICI
P05828,card,****2352,SBI
P05829,wallet,upi_663945,ICICI
P05830,wallet,upi_505667,ICICI
P05831,card,****5579,HDFC
P05832,card,****8128,AXIS
P05833,card,****2485,AXIS
P05834,card,****2625,AXIS
P05835,upi,upi_264599,KOTAK
P05836,card,****3146,HDFC
P05837,upi,upi_191239,AXIS
P05838,upi,upi_667881,ICICI
P05839,card,****6884,ICICI
P05840,wallet,upi_284646,AXIS
P05841,upi,upi_733469,ICICI
P05842,upi,upi_974735,HDFC
P05843,upi,upi_332040,ICICI
P05844,upi,upi_888030,HDFC
P05845,card,****2984,ICICI
P05846,wallet,upi_264512,KOTAK
P05847,card,****5949,KOTAK
P05848,upi,upi_107958,ICICI
P05849,card,****1738,AXIS
P05850,card,****1798,HDFC
P05851,wallet,upi_350986,ICICI
P05852,card,****7122,KOTAK
P05853,card,****9018,KOTAK
P05854,upi,upi_188869,KOTAK
P05855,card,****1033,HDFC
P05856,wallet,upi_122731,ICICI
P05857,wallet,upi_710027,SBI
P05858,upi,upi_204280,AXIS
P05859,card,****4018,SBI
P05860,upi,upi_850300,SBI
P05861,wallet,upi_616139,HDFC
P05862,wallet,upi_875906,SBI
P05863,upi,upi_728833,SBI
P05864,card,****8364,KOTAK
P05865,wallet,upi_951334,ICICI
P05866,card,****1007,SBI
P05867,upi,upi_862268,ICICI
P05868,card,****4839,HDFC
P05869,upi,upi_782507,AXIS
P05870,upi,upi_919818,KOTAK
P05871,card,****5667,SBI
P05872,upi,upi_403694,AXIS
P05873,wallet,upi_401926,ICICI
P05874,upi,upi_113472,HDFC
P05875,wallet,upi_410072,SBI
P05876,card,****2710,HDFC
P05877,wallet,upi_573285,AXIS
P05878,upi,upi_541157,AXIS
P05879,upi,upi_161250,SBI
P05880,card,****8715,AXIS
P05881,card,****3048,HDFC
P05882,wallet,upi_267899,KOTAK
P05883,card,****6261,AXIS
P05884,wallet,upi_157613,AXIS
P05885,wallet,upi_177782,KOTAK
P05886,card,****3553,ICICI
P05887,card,****2134,HDFC
P05888,upi,upi_601702,KOTAK
P05889,wallet,upi_563259,HDFC
P05890,upi,upi_759763,AXIS
P05891,wallet,upi_548348,ICICI
P05892,upi,upi_358027,ICICI
P05893,card,****4250,AXIS
P05894,card,****9833,SBI
P05895,wallet,upi_262856,HDFC
P05896,card,****7202,KOTAK
P05897,wallet,upi_398302,KOTAK
P05898,upi,upi_534199,ICICI
P05899,upi,upi_187858,HDFC
P05900,upi,upi_986888,ICICI
P05901,wallet,upi_426703,ICICI
P05902,card,****1656,HDFC
P05903,wallet,upi_356734,AXIS
P05904,upi,upi_910453,ICICI
P05905,wallet,upi_888887,KOTAK
P05906,wallet,upi_830742,ICICI
P05907,card,****2198,ICICI
P05908,card,****5254,AXIS
P05909,upi,upi_728556,KOTAK
P05910,upi,upi_498447,KOTAK
P05911,card,****3077,AXIS
P05912,wallet,upi_848269,SBI
P05913,card,****9042,KOTAK
P05914,card,****9141,AXIS
P05915,upi,upi_697819,HDFC
P05916,upi,upi_320525,KOTAK
P05917,card,****1675,HDFC
P05918,card,****5502,HDFC
P05919,upi,upi_942875,SBI
P05920,card,****8011,AXIS
P05921,upi,upi_292926,AXIS
P05922,upi,upi_931537,ICICI
P05923,upi,upi_166703,ICICI
P05924,upi,upi_291971,SBI
P05925,upi,upi_462205,ICICI
P05926,card,****9011,SBI
P05927,wallet,upi_511305,SBI
P05928,upi,upi_743401,AXIS
P05929,upi,upi_372816,KOTAK
P05930,upi,upi_636146,SBI
P05931,wallet,upi_546547,ICICI
P05932,card,****5565,KOTAK
P05933,upi,upi_842557,SBI
P05934,card,****1355,SBI
P05935,upi,upi_755857,ICICI
P05936,upi,upi_106095,AXIS
P05937,wallet,upi_235909,KOTAK
P05938,upi,upi_442874,AXIS
P05939,wallet,upi_450017,HDFC
P05940,card,****1888,AXIS
P05941,card,****8328,AXIS
P05942,wallet,upi_616098,ICICI
P05943,wallet,upi_342656,SBI
P05944,wallet,upi_122843,KOTAK
P05945,upi,upi_712690,ICICI
P05946,upi,upi_818080,SBI
P05947,card,****2195,ICICI
P05948,wallet,upi_215602,SBI
P05949,upi,upi_920595,SBI
P05950,card,****4048,ICICI
P05951,card,****5795,AXIS
P05952,upi,upi_676825,HDFC
P05953,upi,upi_461642,AXIS
P05954,wallet,upi_694791,AXIS
P05955,card,****7120,HDFC
P05956,wallet,upi_405457,HDFC
P05957,upi,upi_125404,ICICI
P05958,card,****9678,ICICI
P05959,card,****5794,AXIS
P05960,wallet,upi_813696,ICICI
